n212 g2543
n819 g478
n104 g1485
n1873 g477
n48 g476
n2071 g1466
n1539 g475
n435 g474
n532 g1051
n771 g473
n1487 g472
n1059 g1958
n424 g470
n918 g469
n712 g468
n88 g467
n1970 g465
n2046 g464
n12[27] g2320
n127 g463
n1417 g462
n1735 g461
n1883 g460
n9[9] g459
n1232 g458
n509 g457
n160 g1470
n543 g456
n1917 g605
n1596 g455
n1812 g1502
n1633 g454
n1081 g453
n971 g452
n513 g451
n1825 g787
n1601 g450
n1280 g449
n1398 g2498
n10[21] g448
n298 g447
n198 g1174
n681 g445
n1237 g1878
n1359 g1830
n1403 g444
n1325 g443
n1583 g441
n363 g440
n1519 g2217
n96 g439
n25[2] g438
n219 g437
n255 g1020
n20[13] g436
n1400 g435
n1819 g434
n13[1] g1177
n272 g433
n1531 g432
n960 g1820
n727 g1477
n236 g431
n1948 g430
n1383 g2164
n639 g840
n805 g429
n1541 g428
n28[16] g427
n640 g425
n28[31] g424
n292 g423
n1138 g2099
n2095 g422
n25[13] g421
n772 g1203
n787 g420
n834 g967
n1545 g419
n823 g418
n1641 g417
n25[14] g416
n1682 g1613
n312 g415
n2021 g414
n134 g412
n20[27] g411
n2032 g410
n244 g1864
n1945 g409
n1607 g1263
n1129 g408
n1472 g1496
n1101 g406
n662 g405
n1234 g1099
n1339 g404
n525 g1147
n1910 g403
n1267 g402
n1998 g401
n20[16] g400
n1458 g398
n1676 g397
n1196 g2004
n1319 g396
n1529 g395
n14[17] g394
n1464 g393
n2070 g392
n565 g391
n9[22] g1208
n1752 g390
n1765 g389
n1542 g388
n17[11] g387
n12[6] g386
n1632 g385
n396 g1069
n767 g384
n553 g1291
n1450 g1240
n1475 g383
n1847 g382
n1089 g1349
n24[2] g381
n1163 g380
n22[26] g379
n74 g1983
n624 g378
n1994 g2261
n1493 g377
n22[31] g376
n683 g375
n1203 g374
n12[0] g373
n2026 g2169
n522 g372
n12[4] g371
n11[29] g370
n560 g2144
n12[21] g1023
n1599 g769
n2025 g369
n1087 g368
n476 g367
n1727 g366
n717 g365
n2114 g364
n1010 g363
n1744 g361
n1261 g2168
n1723 g360
n482 g359
n280 g357
n2014 g834
n726 g356
n216 g355
n609 g1629
n25[4] g354
n857 g2426
n279 g353
n985 g2256
n1526 g352
n1748 g1574
n30[19] g351
n20[14] g1773
n688 g350
n1897 g844
n355 g348
n1572 g347
n20[17] g1777
n792 g346
n1452 g345
n30[21] g344
n2049 g343
n20[9] g342
n1065 g340
n22[0] g1835
n872 g1212
n331 g339
n1946 g338
n12[24] g1339
n1974 g337
n34 g336
n175 g1753
n1824 g335
n1680 g334
n1214 g1262
n11[10] g333
n695 g332
n1871 g1320
n1321 g331
n1650 g330
n1597 g329
n111 g327
n438 g326
n1730 g325
n1413 g324
n924 g1736
n1704 g1695
n30[23] g323
n1194 g322
n623 g321
n11[16] g320
n63 g972
n169 g319
n1702 g318
n2023 g1536
n1923 g317
n916 g316
n2104 g315
n1654 g314
n1186 g313
n1131 g312
n497 g1326
n1831 g311
n2087 g1239
n263 g610
n1419 g310
n21[3] g309
n1658 g307
n1402 g306
n383 g305
n684 g304
n589 g303
n1848 g1622
n1964 g302
n13[30] g1293
n824 g301
n20[15] g299
n12[12] g1682
n1069 g713
n1905 g298
n920 g297
n20[7] g296
n849 g295
n1105 g2048
n136 g294
n10[11] g1124
n277 g293
n17[5] g292
n1017 g291
n1719 g290
n1757 g289
n854 g288
n1683 g287
n13[26] g832
n313 g286
n558 g285
n17[7] g284
n1147 g282
n1492 g2317
n658 g281
n1407 g280
n377 g745
n20[4] g279
n939 g278
n718 g277
n1914 g276
n1845 g275
n30[26] g274
n631 g273
n1414 g272
n230 g271
n2054 g270
n2057 g269
n14[18] g466
n168 g268
n1453 g2310
n25[16] g267
n1605 g266
n588 g2121
n1980 g265
n785 g264
n956 g982
n1851 g937
n1731 g263
n866 g1538
n1734 g262
n839 g261
n1143 g2234
n30[17] g260
n674 g259
n117 g258
n9[29] g257
n996 g2142
n627 g1884
n12[17] g256
n1931 g2069
n635 g254
n336 g2355
n1524 g1892
n576 g253
n1609 g252
n1799 g251
n1184 g250
n820 g1741
n1837 g249
n1835 g248
n1167 g247
n386 g941
n1360 g442
n625 g246
n120 g245
n1448 g244
n1019 g243
n1803 g241
n784 g239
n1976 g238
n2007 g237
n659 g236
n1116 g235
n232 g958
n1258 g233
n227 g1952
n691 g231
n22[16] g230
n407 g818
n943 g341
n418 g229
n1369 g1062
n1241 g228
n1896 g227
n1352 g1562
n769 g226
n14[22] g224
n268 g328
n1130 g223
n1125 g222
n9[3] g221
n754 g220
n420 g1184
n555 g219
n974 g218
n753 g2468
n1495 g217
n1983 g2134
n1037 g216
n14[12] g215
n947 g214
n24[16] g213
n1064 g212
n1363 g1595
n16[3] g211
n1928 g210
n1110 g209
n1422 g208
n390 g207
n24[9] g206
n923 g1994
n1220 g1343
n24[10] g205
n1282 g204
n31 g203
n618 g202
n447 g742
n2052 g201
n352 g200
n1159 g471
n601 g199
n70 g993
n1912 g349
n990 g198
n622 g197
n1867 g795
n534 g196
n542 g195
n1504 g1392
n878 g232
n472 g194
n1661 g193
n1006 g192
n1222 g1890
n2028 g191
n475 g190
n1840 g225
n1482 g189
n10[15] g1592
n9[0] g692
n1671 g188
n1956 g187
n27[6] g186
n261 g185
n267 g184
n495 g1377
n1375 g183
n30[22] g2303
n122 g182
n1660 g181
n1335 g1509
n2112 g180
n20[31] g179
n1003 g2324
n106 g2181
n12[10] g942
n23[1] g178
n669 g2486
n2009 g1089
n552 g177
n2117 g714
n896 g176
n2018 g175
n382 g174
n17[10] g173
n481 g172
n1501 g171
n1299 g170
n1268 g169
n13[29] g1308
n2073 g1129
n1665 g168
n15[0] g166
n20[22] g165
n299 g554
n1693 g164
n397 g163
n556 g1812
n1171 g162
n991 g1544
n306 g161
n10[13] g160
n372 g159
n1164 g158
n703 g157
n1157 g156
n469 g155
n12[28] g1573
n1937 g154
n1195 g152
n2041 g1396
n2068 g151
n630 g775
n11[2] g150
n29[7] g2252
n1767 g2237
n1533 g149
n15[2] g148
n595 g147
n148 g146
n28[1] g145
n1879 g144
n1887 g143
n1729 g2127
n809 g1469
n832 g142
n338 g141
n1455 g140
n1766 g139
n1449 g138
n1357 g137
n9[6] g2333
n20[11] g136
n12[11] g135
n846 g134
n252 g133
n1530 g132
n1681 g131
n661 g130
n1503 g129
n867 g575
n1834 g128
n9[12] g127
n945 g2251
n493 g2140
n2084 g126
n837 g125
n1456 g124
n1424 g123
n1787 g1436
n20[25] g1144
n1198 g122
n135 g121
n25[20] g413
n22[30] g120
n610 g1711
n13[31] g624
n1685 g119
n25[12] g118
n1954 g117
n316 g116
n12[31] g748
n1724 g114
n1119 g2521
n24[1] g113
n1692 g112
n1441 g111
n43 g110
n392 g109
n598 g1464
n520 g1297
n933 g108
n10[25] g107
n11[28] g106
n423 g105
n885 g104
n25[0] g103
n92 g102
n2033 g1127
n1316 g101
n456 g100
n2011 g1244
n1613 g99
n1480 g98
n478 g97
n11[20] g1579
n1190 g96
n1000 g913
n1211 g866
n15[5] g95
n13[13] g1299
n1444 g94
n1784 g93
n437 g283
n2118 g92
n2006 g91
n814 g1364
n360 g90
n582 g89
n1432 g1810
n519 g88
n28[22] g87
n2109 g86
n191 g1017
n98 g85
n12[13] g84
n1178 g83
n24[6] g82
n907 g81
n760 g80
n701 g78
n1205 g768
n1344 g153
n822 g77
n1279 g76
n18[2] g75
n166 g74
n1911 g1580
n141 g73
n341 g1188
n1331 g72
n10[27] g1360
n1446 g71
n12[5] g70
n1397 g69
n30[7] g1256
n11[21] g68
n1857 g67
n9[25] g1702
n1960 g66
n2050 g1317
n30[24] g64
n176 g63
n1180 g933
n1032 g62
n401 g808
n1477 g61
n55 g883
n1603 g60
n1869 g59
n1061 g58
n644 g1632
n22[13] g57
n1146 g2248
n1604 g56
n1726 g1775
n1322 g55
n1054 g529
n490 g54
n1996 g53
n30[28] g52
n1067 g51
n251 g50
n187 g1547
n879 g49
n954 g242
n938 g48
n22[7] g1932
n1133 g308
n369 g47
n81 g2086
n2072 g46
n1554 g45
n1892 g44
n1612 g65
n2115 g43
n2065 g42
n1132 g811
n1271 g41
n258 g40
n1920 g39
n563 g1060
n13[20] g38
n1252 g37
n468 g1581
n253 g562
n963 g35
n196 g34
n1337 g33
n986 g32
n24[11] g31
n1854 g30
n1345 g856
n105 g29
n803 g28
n679 g669
n680 g27
n431 g26
n1176 g25
n250 g1543
n863 g426
n876 g24
n271 g2262
n218 g23
n709 g22
n2034 g1311
n1769 g21
n22[15] g20
n567 g1639
n957 g19
n226 g617
n1963 g18
n1301 g17
n304 g16
n332 g15
n1733 g14
n24[30] g2067
n12[3] g1943
n1667 g13
n1275 g12
n214 g11
n535 g10
n1416 g1033
n1817 g9
n541 g8
n795 g7
n281 g6
n1796 g1973
n1192 g5
n1431 g1273
n919 g4
n587 g3
n677 g2
n1393 g1
n1476 g2295
n1553 g0
n8[7] n8[7]
n1095 g1148
n1850 g300
n8[6] n8[6]
n8[5] n8[5]
n1175 g167
n8[4] n8[4]
n8[3] n8[3]
n8[2] n8[2]
n8[1] n8[1]
n8[0] n8[0]
n7[1] n7[1]
n7[0] n7[0]
n30[16] g1401
n6[3] n6[3]
n561 g2085
n6[2] n6[2]
n6[1] n6[1]
n6[0] n6[0]
n5[30] n5[30]
n14[23] g1100
n1908 g946
n5[29] n5[29]
n5[28] n5[28]
n5[27] n5[27]
n14[14] g948
n5[26] n5[26]
n5[25] n5[25]
n1023 g1774
n5[24] n5[24]
n2010 g79
n5[23] n5[23]
n731 g358
n5[22] n5[22]
n995 g446
n5[31] n5[31]
n5[21] n5[21]
n2000 g234
n5[20] n5[20]
n1048 g1497
n5[19] n5[19]
n11[7] g255
n5[18] n5[18]
n22[12] g2199
n5[17] n5[17]
n647 g483
n5[16] n5[16]
n5[15] n5[15]
n5[14] n5[14]
n5[13] n5[13]
n844 g869
n1806 g399
n972 g240
n5[11] n5[11]
n5[10] n5[10]
n917 g781
n5[9] n5[9]
n5[8] n5[8]
n5[7] n5[7]
n5[6] n5[6]
n29[0] g2057
n248 g362
n5[5] n5[5]
n5[4] n5[4]
n5[3] n5[3]
n5[2] n5[2]
n1557 g865
n5[1] n5[1]
n14[26] g1355
n5[0] n5[0]
n4[31] n4[31]
n1411 g749
n4[30] n4[30]
n4[29] n4[29]
n4[28] n4[28]
n875 g115
n4[27] n4[27]
n825 g2052
n1312 g1063
n4[26] n4[26]
n537 g1762
n4[25] n4[25]
n1700 g2422
n4[24] n4[24]
n1486 g1956
n4[23] n4[23]
n345 g2389
n1044 g1090
n4[22] n4[22]
n4[21] n4[21]
n4[20] n4[20]
n4[19] n4[19]
n4[18] n4[18]
n4[17] n4[17]
n5[12] n5[12]
n4[16] n4[16]
n4[15] n4[15]
n4[14] n4[14]
n4[13] n4[13]
n25[6] g652
n4[12] n4[12]
n20[1] g1406
n17[15] g567
n4[11] n4[11]
n1050 g2418
n1754 g981
n4[10] n4[10]
n1616 g36
n4[9] n4[9]
n4[8] n4[8]
n4[7] n4[7]
n4[6] n4[6]
n1565 g407
n4[5] n4[5]
n898 g1993
n4[4] n4[4]
n1465 g1223
n4[3] n4[3]
n4[2] n4[2]
n815 g622
n4[1] n4[1]
n4[0] n4[0]
n3 n3
n2 n2
n1 n1
n0 n0
