n2749 g3100
n1198 g1484
n1787 g892
n1788 g891
n2723 g2839
n1790 g889
n1791 g888
n1792 g887
n451 g2571
n1793 g886
n915 g1777
n1794 g885
n1795 g884
n1192 g1490
n1796 g883
n1797 g882
n1798 g881
n1799 g880
n1800 g879
n1349 g1330
n1801 g878
n1802 g877
n1803 g876
n1804 g875
n716 g1979
n1805 g874
n1807 g872
n845 g1847
n1808 g871
n405 g2633
n1809 g870
n1483 g1191
n1810 g869
n1633 g1046
n1812 g867
n1813 g866
n1814 g865
n1815 g864
n1816 g863
n1416 g1263
n1817 g862
n1818 g861
n1820 g859
n326 g2732
n1821 g858
n359 g2694
n1822 g857
n1627 g1245
n1823 g856
n175 g2295
n1824 g855
n276 g2782
n1826 g853
n381 g2665
n1827 g852
n1026 g1665
n1829 g850
n1830 g849
n497 g2512
n1831 g848
n1832 g847
n1833 g846
n867 g1825
n1834 g845
n1836 g843
n820 g1872
n1837 g842
n1838 g841
n1839 g840
n1842 g837
n1843 g836
n1789 g890
n1844 g835
n1845 g834
n1846 g833
n1847 g832
n1095 g1597
n1850 g829
n956 g1736
n1731 g948
n1851 g828
n1853 g826
n1856 g823
n1858 g821
n1859 g820
n1077 g1615
n1860 g819
n1224 g1458
n1861 g818
n1862 g817
n1863 g816
n1864 g815
n1865 g814
n1866 g813
n534 g1524
n1867 g812
n1868 g811
n1869 g810
n1870 g809
n1321 g1358
n1871 g808
n1872 g807
n104 g2382
n1873 g806
n1874 g805
n1721 g958
n1875 g804
n1876 g803
n1877 g802
n1878 g801
n1879 g800
n1880 g799
n1881 g798
n1152 g1537
n1882 g797
n1883 g796
n1885 g794
n993 g1699
n1250 g1432
n1886 g793
n1887 g792
n1888 g791
n1889 g790
n1890 g789
n1892 g787
n1893 g786
n1896 g783
n355 g2699
n1897 g782
n1898 g781
n1899 g780
n1900 g779
n1901 g778
n1902 g777
n1903 g776
n1904 g775
n1069 g1622
n1905 g774
n1906 g773
n1907 g772
n1909 g770
n525 g2795
n1910 g769
n141 g2345
n1911 g768
n70 g2415
n990 g1702
n1912 g767
n1913 g766
n1914 g765
n1915 g764
n1697 g982
n1916 g763
n1596 g1078
n1917 g762
n1918 g761
n1919 g760
n1920 g759
n1921 g758
n1922 g757
n430 g2599
n1925 g754
n1926 g753
n1927 g752
n1928 g751
n1929 g750
n1930 g749
n635 g2060
n1931 g748
n1932 g747
n676 g2019
n1933 g746
n1374 g1305
n1934 g745
n1935 g744
n1936 g743
n1938 g741
n1939 g740
n1940 g739
n1941 g738
n949 g1743
n1943 g736
n1924 g755
n1944 g735
n244 g2191
n1945 g734
n2636 g2970
n1849 g830
n1947 g732
n2764 g3085
n1949 g730
n1950 g729
n311 g2747
n1951 g728
n1952 g727
n1953 g726
n1954 g725
n1955 g724
n1956 g723
n1957 g722
n1958 g721
n1959 g720
n1961 g718
n226 g2218
n1963 g716
n1848 g831
n1964 g715
n1965 g714
n404 g2634
n1966 g713
n1968 g711
n1969 g710
n1970 g709
n1971 g708
n1972 g707
n1973 g706
n1974 g705
n1975 g704
n2775 g3074
n1976 g703
n1977 g702
n1978 g701
n86 g2400
n1979 g700
n588 g2107
n1980 g699
n1981 g698
n1982 g697
n1037 g1654
n1983 g696
n1160 g1528
n1984 g695
n1985 g694
n1986 g693
n1987 g692
n1988 g691
n1989 g690
n1991 g688
n1992 g687
n2577 g2228
n1993 g686
n1493 g1181
n1994 g685
n1775 g904
n1995 g684
n1996 g683
n1997 g682
n1998 g681
n1999 g680
n2001 g678
n2002 g677
n2004 g675
n2006 g673
n2007 g672
n2579 g2222
n2008 g671
n552 g2143
n669 g2026
n2009 g670
n1613 g1061
n2011 g668
n2012 g667
n2013 g666
n2015 g664
n2017 g662
n2018 g661
n1512 g1162
n2019 g660
n2020 g659
n2021 g658
n2022 g657
n1923 g756
n2023 g656
n1092 g1600
n1433 g1241
n2024 g655
n560 g2135
n1599 g1075
n2025 g654
n2027 g652
n1222 g1460
n2028 g651
n648 g2047
n1257 g1425
n2029 g650
n2030 g649
n72 g2413
n2031 g648
n2032 g647
n1316 g1363
n2033 g646
n13 g2473
n1769 g910
n2034 g645
n2035 g644
n2036 g643
n2037 g642
n734 g1961
n2038 g641
n2039 g640
n2040 g639
n2557 g2288
n2042 g637
n2612 g3000
n2043 g636
n285 g2773
n2044 g635
n2045 g634
n2046 g633
n2047 g632
n2048 g631
n2049 g630
n2050 g629
n447 g2577
n2052 g627
n2054 g625
n2544 g2327
n1555 g1119
n2055 g624
n2051 g628
n2056 g623
n2555 g2294
n2057 g622
n2058 g621
n2841 g3008
n2059 g620
n2060 g619
n207 g2247
n2062 g617
n2063 g616
n2064 g615
n2065 g614
n2066 g613
n2067 g612
n11[31] g611
n11[30] g610
n11[29] g609
n2624 g2987
n11[28] g608
n11[27] g607
n11[26] g606
n11[25] g605
n421 g2611
n11[24] g604
n11[23] g603
n11[22] g602
n11[21] g601
n1190 g1492
n11[20] g600
n860 g1832
n11[19] g599
n969 g1723
n11[18] g598
n11[17] g597
n11[15] g595
n11[14] g594
n11[13] g593
n11[12] g592
n11[11] g591
n2681 g2902
n1214 g1468
n11[10] g590
n11[9] g589
n1208 g1474
n11[8] g588
n746 g1949
n11[6] g586
n11[5] g585
n11[4] g584
n11[3] g583
n2805 g3044
n630 g2065
n11[2] g582
n11[0] g580
n10[31] g579
n10[30] g578
n10[29] g577
n83 g2403
n10[28] g576
n4[63] g575
n4[62] g574
n4[61] g573
n4[60] g572
n4[59] g571
n4[58] g570
n4[56] g568
n4[55] g567
n1819 g860
n4[54] g566
n894 g1798
n4[53] g565
n425 g2606
n4[52] g564
n195 g2265
n4[51] g563
n4[50] g562
n160 g2317
n543 g2152
n4[48] g560
n4[47] g559
n1466 g1208
n1841 g838
n4[46] g558
n4[45] g557
n4[44] g556
n1324 g1355
n4[43] g555
n4[42] g554
n4[40] g552
n4[39] g551
n726 g1969
n2014 g665
n4[38] g550
n4[37] g549
n1990 g689
n4[36] g548
n4[35] g547
n748 g1947
n4[34] g546
n4[33] g545
n941 g1751
n4[32] g544
n2791 g3058
n4[31] g543
n1411 g1268
n4[30] g542
n4[29] g541
n4[28] g540
n875 g1817
n4[27] g539
n825 g1867
n1312 g1367
n4[26] g538
n537 g1388
n4[25] g537
n1486 g1188
n4[23] g535
n345 g2711
n1044 g1647
n4[22] g534
n4[21] g533
n4[20] g532
n4[19] g531
n4[18] g530
n4[49] g561
n4[17] g529
n4[15] g527
n4[14] g526
n2382 g2882
n4[13] g525
n4[12] g524
n2421 g2672
n1050 g1641
n1754 g925
n4[10] g522
n1616 g1058
n4[9] g521
n4[8] g520
n4[7] g519
n4[6] g518
n1565 g1109
n4[5] g517
n898 g1794
n4[4] g516
n1465 g1209
n4[3] g515
n4[2] g514
n815 g1880
n4[1] g513
n2606 g2343
n4[0] g512
n2069 g511
n7[0] g509
n9[31] g508
n9[29] g506
n9[26] g503
n507 g2498
n9[24] g501
n9[23] g500
n1752 g927
n9[22] g499
n9[21] g498
n2790 g3059
n9[20] g497
n9[19] g496
n9[17] g494
n9[16] g493
n9[15] g492
n358 g2695
n9[14] g491
n384 g2661
n9[13] g490
n9[11] g488
n9[10] g487
n9[9] g486
n1895 g784
n9[8] g485
n9[7] g484
n9[6] g483
n2747 g2803
n9[4] g481
n9[3] g480
n9[2] g479
n9[1] g478
n1671 g1008
n9[0] g477
n926 g1766
n3[63] g476
n1399 g1280
n3[61] g474
n2053 g626
n3[60] g473
n1315 g1364
n3[59] g472
n9[28] g505
n3[58] g471
n3[57] g470
n3[56] g469
n1441 g1233
n3[54] g467
n3[53] g466
n3[52] g465
n3[51] g464
n2818 g3031
n3[50] g463
n3[49] g462
n3[47] g460
n1700 g979
n4[24] g536
n3[45] g458
n3[44] g457
n603 g2092
n1381 g1298
n3[41] g454
n3[40] g453
n3[39] g452
n3[38] g451
n901 g1791
n3[55] g468
n3[37] g450
n18 g2468
n3[36] g449
n745 g1950
n3[35] g448
n3[34] g447
n3[33] g446
n3[32] g445
n3[31] g444
n3[30] g443
n1508 g1166
n3[29] g442
n3[28] g441
n3[27] g440
n3[26] g439
n3[25] g438
n4[41] g553
n3[24] g437
n3[22] g435
n1962 g717
n3[21] g434
n3[20] g433
n1610 g1064
n3[19] g432
n3[17] g430
n1203 g1479
n3[16] g429
n3[15] g428
n3[14] g427
n3[13] g426
n1852 g827
n3[12] g425
n3[11] g424
n589 g2106
n3[10] g423
n1279 g1403
n3[9] g422
n9[30] g507
n3[8] g421
n3[7] g420
n3[6] g419
n3[5] g418
n3[4] g417
n4[57] g569
n3[3] g416
n3[2] g415
n11[16] g596
n3[1] g414
n3[0] g413
n8[3] g412
n8[2] g411
n8[1] g410
n8[0] g409
n5[63] g408
n5[62] g407
n5[61] g406
n1357 g1322
n5[60] g405
n5[59] g404
n1487 g1187
n5[58] g403
n5[56] g401
n2741 g2812
n1605 g1069
n5[55] g400
n1937 g742
n5[54] g399
n5[53] g398
n5[52] g397
n1042 g1649
n5[51] g396
n1425 g1254
n1602 g1072
n5[50] g395
n434 g2594
n5[48] g393
n5[47] g392
n5[46] g391
n374 g2674
n5[45] g390
n919 g1773
n1431 g1243
n5[44] g389
n1122 g1570
n5[43] g388
n380 g2666
n5[42] g387
n4[11] g523
n5[41] g386
n5[40] g385
n5[39] g384
n5[38] g383
n464 g2554
n5[37] g382
n3[43] g456
n5[36] g381
n5[35] g380
n256 g2173
n5[34] g379
n5[33] g378
n1408 g1271
n5[32] g377
n5[30] g375
n1908 g771
n5[29] g374
n5[28] g373
n5[27] g372
n5[26] g371
n5[25] g370
n1023 g1668
n5[24] g369
n2010 g669
n5[23] g368
n731 g1964
n5[22] g367
n995 g1697
n5[31] g376
n5[21] g366
n2440 g2596
n2571 g2246
n2000 g679
n5[20] g365
n1048 g1643
n5[19] g364
n11[7] g587
n5[18] g363
n647 g2048
n5[16] g361
n2691 g2887
n5[15] g360
n5[13] g358
n4[16] g528
n5[12] g357
n844 g1848
n972 g1720
n1806 g873
n5[11] g356
n5[10] g355
n917 g1775
n5[9] g354
n5[7] g352
n2364 g2936
n5[6] g351
n248 g2185
n5[5] g350
n5[4] g349
n5[3] g348
n5[2] g347
n1557 g1117
n5[1] g346
n5[0] g345
n2070 g344
n81 g2405
n2072 g342
n1665 g1014
n2073 g341
n2074 g340
n720 g1975
n2075 g339
n2077 g337
n2079 g335
n2762 g3087
n2080 g334
n2081 g333
n2082 g332
n808 g1887
n2083 g331
n493 g2516
n945 g1747
n2084 g330
n2085 g329
n378 g2669
n2086 g328
n263 g2163
n1419 g1260
n2087 g327
n2088 g326
n2089 g325
n729 g1966
n2090 g324
n2091 g323
n2092 g322
n2093 g321
n2094 g320
n1138 g1554
n2095 g319
n2096 g318
n3[18] g431
n2098 g316
n11[1] g581
n2100 g314
n2377 g2897
n1884 g795
n2101 g313
n2103 g311
n2104 g310
n1457 g1217
n2105 g309
n2106 g308
n2107 g307
n925 g1767
n2108 g306
n2109 g305
n2745 g2806
n2110 g304
n2111 g303
n1335 g1344
n2112 g302
n2113 g301
n1612 g1062
n2115 g299
n2116 g298
n896 g1796
n2117 g297
n437 g2590
n2118 g296
n2119 g295
n594 g2101
n2120 g294
n1456 g1218
n2121 g293
n2122 g292
n3[48] g461
n2123 g291
n2102 g312
n2124 g290
n2125 g289
n2367 g2927
n2126 g288
n2127 g287
n2128 g286
n2129 g285
n2130 g284
n2131 g283
n2132 g282
n761 g1934
n2133 g281
n2134 g280
n1948 g731
n2135 g279
n2436 g2612
n2136 g278
n2137 g277
n2139 g275
n2140 g274
n2141 g273
n2626 g2984
n2678 g2907
n2142 g272
n836 g1856
n2143 g271
n9[18] g495
n2144 g270
n2146 g268
n2148 g266
n1436 g1238
n1563 g1111
n2076 g338
n2149 g265
n1333 g1346
n2150 g264
n1527 g1147
n2151 g263
n2152 g262
n2153 g261
n2154 g260
n2771 g3078
n2041 g638
n2068 g510
n2155 g259
n1751 g928
n2156 g258
n1391 g1288
n2157 g257
n2158 g256
n1500 g1174
n1750 g929
n2159 g255
n503 g2504
n2160 g254
n394 g2647
n642 g2053
n2161 g253
n780 g1915
n2162 g252
n1247 g1435
n2163 g251
n529 g1535
n2165 g249
n2166 g248
n2167 g247
n984 g1708
n1378 g1301
n2168 g246
n636 g2059
n2170 g244
n2171 g243
n1960 g719
n9[25] g502
n2172 g242
n2173 g241
n2174 g240
n64 g2421
n2147 g267
n2175 g239
n2176 g238
n2177 g237
n2164 g250
n2178 g236
n2179 g235
n2824 g3025
n2180 g234
n2181 g233
n2182 g232
n626 g2069
n2183 g231
n2184 g230
n2185 g229
n2434 g2620
n2186 g228
n5[14] g359
n2187 g227
n2188 g226
n1268 g1414
n2189 g225
n907 g1785
n2190 g224
n2191 g223
n2192 g222
n2193 g221
n2194 g220
n2195 g219
n2196 g218
n2197 g217
n2199 g215
n2200 g214
n2201 g213
n2202 g212
n1640 g1039
n2203 g211
n2204 g210
n2643 g2959
n2205 g209
n2206 g208
n2207 g207
n2208 g206
n2209 g205
n2210 g204
n536 g1387
n2211 g203
n2212 g202
n2213 g201
n2214 g200
n1445 g1229
n2215 g199
n2218 g196
n2219 g195
n2220 g194
n2221 g193
n2223 g191
n2224 g190
n1525 g1149
n3[62] g475
n2225 g189
n2226 g188
n2228 g186
n2078 g336
n2229 g185
n2230 g184
n2231 g183
n2697 g2878
n2198 g216
n2232 g182
n3[42] g455
n2233 g181
n2234 g180
n545 g2150
n2235 g179
n1539 g1135
n2071 g343
n2236 g178
n1226 g1456
n2237 g177
n2238 g176
n2239 g175
n2722 g2841
n1252 g1430
n2240 g174
n1828 g851
n2241 g173
n2242 g172
n1575 g1099
n2243 g171
n505 g2499
n612 g2083
n2244 g170
n2245 g169
n2246 g168
n2247 g167
n2475 g166
n2477 g165
n2248 g164
n2249 g163
n292 g2766
n2250 g162
n2714 g2853
n2251 g161
n2478 g160
n2252 g159
n1036 g1655
n2253 g158
n2445 g2576
n1946 g733
n2254 g157
n2418 g2684
n426 g2605
n2256 g155
n2257 g154
n2258 g153
n2259 g152
n566 g2129
n2260 g151
n2261 g150
n2262 g149
n2263 g148
n1855 g824
n2264 g147
n2265 g145
n2266 g144
n2267 g143
n2268 g142
n2269 g141
n2270 g140
n2271 g139
n2272 g138
n188 g2275
n2273 g137
n2274 g136
n2275 g135
n1126 g1566
n2276 g134
n2277 g133
n1007 g1685
n2278 g132
n1104 g1588
n1117 g1575
n2145 g269
n2279 g131
n2280 g130
n2281 g129
n906 g1786
n2282 g128
n584 g2111
n2283 g127
n2284 g126
n2285 g125
n2286 g124
n2287 g123
n2288 g122
n2289 g121
n2290 g120
n2291 g119
n508 g2501
n869 g1823
n2292 g118
n2293 g117
n2295 g115
n1289 g1393
n1473 g1201
n2296 g114
n329 g2729
n2297 g113
n2298 g112
n2299 g111
n2300 g110
n1018 g1673
n2301 g109
n2302 g108
n2304 g106
n2305 g105
n2307 g103
n2308 g102
n1626 g1246
n2309 g101
n2310 g100
n2311 g99
n2312 g98
n2313 g97
n2314 g96
n2315 g95
n2316 g94
n1234 g1448
n1339 g1340
n2317 g93
n2394 g2846
n1835 g844
n2318 g92
n2319 g91
n2320 g90
n2321 g89
n2322 g88
n2323 g87
n743 g1952
n2324 g86
n667 g2028
n1320 g1359
n2325 g85
n2326 g84
n2016 g663
n2255 g156
n2327 g83
n192 g2269
n847 g1845
n1181 g1501
n2328 g82
n5[17] g362
n2329 g81
n2634 g2973
n1811 g868
n2330 g80
n456 g2565
n2559 g2282
n2332 g78
n2331 g79
n2333 g77
n2334 g76
n2335 g75
n927 g1765
n1942 g737
n2336 g74
n2337 g73
n2338 g72
n599 g2096
n2339 g71
n2340 g70
n2341 g69
n1666 g1013
n1891 g788
n2492 g68
n2493 g67
n2494 g66
n1857 g822
n2518 g65
n5[8] g353
n2530 g64
n2495 g63
n2496 g62
n2497 g60
n1480 g1194
n2520 g59
n765 g1930
n2531 g58
n2506 g57
n2498 g56
n2114 g300
n2499 g55
n29 g2457
n2521 g54
n2500 g53
n2501 g52
n2532 g51
n2502 g50
n2522 g49
n296 g2762
n2503 g48
n2674 g2913
n2504 g47
n2523 g46
n389 g2654
n2533 g45
n2540 g44
n2705 g2866
n2216 g198
n2505 g43
n2524 g42
n2537 g41
n2507 g40
n1489 g1185
n2525 g39
n2508 g38
n1024 g1667
n1039 g1652
n2526 g35
n1894 g785
n2510 g34
n1382 g1297
n2534 g33
n2511 g32
n2539 g31
n2541 g30
n2527 g28
n688 g2007
n2542 g27
n2776 g3073
n2513 g26
n1082 g1610
n2536 g25
n2528 g24
n2484 g23
n1478 g1196
n2509 g37
n2485 g22
n1251 g1431
n2535 g21
n2486 g20
n2514 g19
n1601 g1073
n1825 g854
n2487 g18
n2743 g2809
n2488 g17
n2515 g16
n2529 g15
n2489 g14
n752 g1943
n2516 g13
n2490 g12
n2686 g2895
n2491 g11
n1482 g1192
n1840 g839
n2517 g10
n2483 g9
n351 g2704
n455 g2566
n702 g1993
n3[23] g436
n2342 g8
n2558 g2285
n5[57] g402
n2344 g6
n2479 g4
n2345 g5
n2480 g3
n522 g2798
n2026 g653
n2481 g2
n2482 g1
n2346 g0
n2[127] n2[127]
n2061 g618
n2[126] n2[126]
n2303 g107
n2[125] n2[125]
n2[124] n2[124]
n889 g1803
n2[123] n2[123]
n225 g2220
n950 g1742
n2[122] n2[122]
n2[121] n2[121]
n2[120] n2[120]
n2[119] n2[119]
n2[118] n2[118]
n2[117] n2[117]
n2476 g146
n2[116] n2[116]
n1188 g1494
n2[115] n2[115]
n2[114] n2[114]
n9[27] g504
n2[113] n2[113]
n2[112] n2[112]
n2734 g2823
n2[111] n2[111]
n2[110] n2[110]
n2[109] n2[109]
n2[108] n2[108]
n2708 g2862
n2[107] n2[107]
n2[106] n2[106]
n2[105] n2[105]
n2[104] n2[104]
n756 g1939
n1561 g1113
n2[103] n2[103]
n2[102] n2[102]
n2[101] n2[101]
n849 g1843
n2[100] n2[100]
n2[99] n2[99]
n1238 g1444
n2[98] n2[98]
n2819 g3030
n2[97] n2[97]
n1113 g1579
n2[96] n2[96]
n9[12] g489
n2[95] n2[95]
n2512 g29
n2[94] n2[94]
n135 g2351
n2[93] n2[93]
n873 g1819
n2[92] n2[92]
n2[91] n2[91]
n2[90] n2[90]
n2[89] n2[89]
n2[88] n2[88]
n2[87] n2[87]
n2[86] n2[86]
n2[85] n2[85]
n2222 g192
n2294 g116
n2[84] n2[84]
n2169 g245
n2[83] n2[83]
n2217 g197
n2[82] n2[82]
n604 g2091
n2138 g276
n2[81] n2[81]
n2[80] n2[80]
n2306 g104
n2[79] n2[79]
n2[78] n2[78]
n2[77] n2[77]
n59 g2426
n2003 g676
n2[76] n2[76]
n2[75] n2[75]
n5[49] g394
n2[74] n2[74]
n2[73] n2[73]
n2[72] n2[72]
n2[71] n2[71]
n2[70] n2[70]
n2[69] n2[69]
n2[68] n2[68]
n2[67] n2[67]
n2[66] n2[66]
n2343 g7
n2[65] n2[65]
n2[64] n2[64]
n2[63] n2[63]
n2[62] n2[62]
n2099 g315
n2[61] n2[61]
n2097 g317
n2[59] n2[59]
n2[58] n2[58]
n2227 g187
n2[57] n2[57]
n2[56] n2[56]
n1146 g1547
n1604 g1070
n2538 g36
n2[55] n2[55]
n2[54] n2[54]
n2[53] n2[53]
n2519 g61
n2[52] n2[52]
n2610 g3002
n448 g2575
n1532 g1142
n2[51] n2[51]
n9[5] g482
n2[50] n2[50]
n1854 g825
n2[49] n2[49]
n2[48] n2[48]
n2[47] n2[47]
n80 g2406
n2[46] n2[46]
n2[45] n2[45]
n152 g2329
n833 g1859
n2[44] n2[44]
n2[43] n2[43]
n2[42] n2[42]
n2[41] n2[41]
n2[40] n2[40]
n12 g2474
n2566 g2261
n2[39] n2[39]
n2453 g2544
n2[38] n2[38]
n1068 g1623
n3[46] g459
n2[37] n2[37]
n2[36] n2[36]
n2[35] n2[35]
n2[34] n2[34]
n2[33] n2[33]
n1484 g1190
n2[32] n2[32]
n2[31] n2[31]
n2[30] n2[30]
n2[29] n2[29]
n2[28] n2[28]
n2[27] n2[27]
n2[26] n2[26]
n2756 g3093
n2[25] n2[25]
n2[24] n2[24]
n2[23] n2[23]
n762 g1933
n2[22] n2[22]
n2[21] n2[21]
n2[20] n2[20]
n2[19] n2[19]
n2[18] n2[18]
n2[17] n2[17]
n2[16] n2[16]
n2[15] n2[15]
n650 g2045
n1967 g712
n2[14] n2[14]
n2[13] n2[13]
n2[12] n2[12]
n2[11] n2[11]
n2005 g674
n2[10] n2[10]
n2[9] n2[9]
n2[8] n2[8]
n895 g1797
n2[7] n2[7]
n2587 g2198
n2[6] n2[6]
n2[5] n2[5]
n2[4] n2[4]
n2[3] n2[3]
n2[2] n2[2]
n2[1] n2[1]
n1342 g1337
n2[0] n2[0]
n19 g2467
n2[60] n2[60]
n1 n1
n0 n0
