n1615 g1935
n2[90] n2[90]
n2[89] n2[89]
n2[88] n2[88]
n2[87] n2[87]
n2[86] n2[86]
n2[85] n2[85]
n2[84] n2[84]
n2[83] n2[83]
n2[82] n2[82]
n604 g1024
n2[81] n2[81]
n2[80] n2[80]
n2[79] n2[79]
n2[78] n2[78]
n2[77] n2[77]
n59 g1442
n2[76] n2[76]
n2[75] n2[75]
n5[49] g33
n2[74] n2[74]
n2[73] n2[73]
n2[72] n2[72]
n2[71] n2[71]
n2[70] n2[70]
n2[69] n2[69]
n2[68] n2[68]
n2[67] n2[67]
n2[66] n2[66]
n2[65] n2[65]
n2[64] n2[64]
n2[63] n2[63]
n2[62] n2[62]
n2[61] n2[61]
n2[59] n2[59]
n2[58] n2[58]
n2[57] n2[57]
n2[56] n2[56]
n1604 g1850
n1146 g479
n2[55] n2[55]
n2[54] n2[54]
n2[53] n2[53]
n2[52] n2[52]
n448 g1558
n1532 g1237
n2[51] n2[51]
n2[50] n2[50]
n2[49] n2[49]
n2[48] n2[48]
n2[47] n2[47]
n80 g1421
n2[46] n2[46]
n2[45] n2[45]
n152 g1340
n833 g794
n2[44] n2[44]
n2[43] n2[43]
n2[42] n2[42]
n2[41] n2[41]
n2[40] n2[40]
n12 g1489
n2[39] n2[39]
n2[38] n2[38]
n1068 g558
n3[46] g110
n2[37] n2[37]
n2[36] n2[36]
n2[35] n2[35]
n2[34] n2[34]
n2[33] n2[33]
n1484 g1523
n2[32] n2[32]
n2[31] n2[31]
n2[30] n2[30]
n2[29] n2[29]
n2[28] n2[28]
n2[27] n2[27]
n2[26] n2[26]
n2[25] n2[25]
n2[24] n2[24]
n2[23] n2[23]
n762 g866
n2[22] n2[22]
n2[21] n2[21]
n2[20] n2[20]
n2[19] n2[19]
n2[18] n2[18]
n2[17] n2[17]
n2[16] n2[16]
n2[15] n2[15]
n650 g978
n2[14] n2[14]
n2[13] n2[13]
n2[12] n2[12]
n2[11] n2[11]
n2[10] n2[10]
n2[9] n2[9]
n2[8] n2[8]
n895 g713
n2[7] n2[7]
n2[6] n2[6]
n2[5] n2[5]
n2[4] n2[4]
n2[3] n2[3]
n2[2] n2[2]
n2[1] n2[1]
n1342 g284
n2[0] n2[0]
n19 g1482
n2[60] n2[60]
n1 n1
n0 n0
