n2573 g2869
n2088 g679
n2089 g678
n729 g2042
n2090 g677
n2091 g676
n2092 g675
n2093 g674
n2094 g673
n1138 g1633
n2095 g672
n2096 g671
n2100 g667
n2103 g664
n2104 g663
n1457 g1214
n2105 g662
n2106 g661
n2107 g660
n925 g1846
n2108 g659
n2109 g658
n2110 g657
n2111 g656
n1335 g1336
n2112 g655
n2113 g654
n1612 g1155
n2115 g652
n2116 g651
n896 g1875
n2117 g650
n437 g2334
n2118 g649
n2119 g648
n594 g2177
n2120 g647
n1456 g1215
n2121 g646
n2102 g665
n2124 g643
n2125 g642
n2127 g640
n2128 g639
n2129 g638
n2130 g637
n2131 g636
n2132 g635
n761 g2010
n2133 g634
n2134 g633
n1948 g819
n2135 g632
n2137 g630
n2139 g628
n2140 g627
n2141 g626
n2142 g625
n836 g1935
n2143 g624
n2144 g623
n2146 g621
n2148 g619
n1436 g1235
n1563 g1204
n2076 g691
n2149 g618
n1333 g1338
n2150 g617
n1527 g1385
n2151 g616
n2152 g615
n2153 g614
n2154 g613
n2041 g726
n2068 g699
n2155 g612
n1751 g1016
n2156 g611
n1391 g1280
n2157 g610
n2158 g609
n1500 g1412
n1750 g1017
n2159 g608
n503 g2268
n2160 g607
n394 g2377
n642 g2129
n2161 g606
n780 g1991
n2162 g605
n1247 g1566
n2163 g604
n529 g2242
n2165 g602
n2166 g601
n2167 g600
n984 g1787
n1378 g1293
n2168 g599
n636 g2135
n2170 g597
n2171 g596
n1960 g807
n2172 g595
n2173 g594
n2174 g593
n64 g2758
n2147 g620
n2175 g592
n2176 g591
n2177 g590
n2164 g603
n2178 g589
n2179 g588
n2180 g587
n2181 g586
n2182 g585
n626 g2145
n2183 g584
n2184 g583
n2185 g582
n2188 g579
n907 g1864
n2190 g577
n2191 g576
n2192 g575
n2193 g574
n2194 g573
n2195 g572
n2196 g571
n2197 g570
n2199 g568
n2200 g567
n2201 g566
n2202 g565
n1640 g1127
n2203 g564
n2204 g563
n2205 g562
n2206 g561
n2207 g560
n2208 g559
n2209 g558
n2210 g557
n536 g2235
n2211 g556
n2212 g555
n2213 g554
n2214 g553
n1445 g1226
n2215 g552
n2218 g549
n2219 g548
n2220 g547
n2221 g546
n2223 g544
n2224 g543
n2228 g539
n2078 g689
n2229 g538
n2230 g537
n2231 g536
n2198 g569
n2232 g535
n2234 g533
n545 g2226
n2235 g532
n1539 g1373
n2071 g696
n2236 g531
n1226 g1521
n2237 g530
n2238 g529
n2239 g528
n1252 g1561
n2240 g527
n1828 g939
n2241 g526
n2242 g525
n1575 g1192
n2243 g524
n505 g2266
n612 g2159
n2244 g523
n2245 g522
n2246 g521
n2247 g520
n2248 g519
n2249 g518
n292 g2479
n2250 g517
n2251 g516
n2252 g515
n1036 g1735
n2253 g514
n2257 g510
n2258 g509
n2259 g508
n566 g2205
n2260 g507
n2261 g506
n2262 g505
n2263 g504
n1855 g912
n2264 g503
n2265 g502
n2266 g501
n2267 g500
n2268 g499
n2269 g498
n2270 g497
n2271 g496
n2272 g495
n188 g2612
n2273 g494
n2274 g493
n2275 g492
n1126 g1645
n2276 g491
n2277 g490
n1007 g1764
n2278 g489
n1104 g1667
n1117 g1654
n2145 g622
n2279 g488
n2280 g487
n906 g1865
n2282 g485
n584 g2187
n2283 g484
n2284 g483
n2285 g482
n2286 g481
n2287 g480
n2288 g479
n2289 g478
n2290 g477
n2291 g476
n508 g2263
n869 g1902
n2292 g475
n2293 g474
n2295 g472
n1289 g1498
n1473 g1439
n2296 g471
n329 g2442
n2297 g470
n2298 g469
n2299 g468
n2300 g467
n1018 g1753
n2301 g466
n2302 g465
n2304 g463
n2305 g462
n2307 g460
n2308 g459
n1626 g1141
n2309 g458
n2310 g457
n2311 g456
n2312 g455
n2313 g454
n2314 g453
n2315 g452
n2316 g451
n1234 g1513
n1339 g1332
n2317 g450
n2319 g448
n2320 g447
n2321 g446
n2322 g445
n2323 g444
n743 g2028
n2324 g443
n667 g2104
n1320 g1467
n2325 g442
n2326 g441
n2016 g751
n2255 g512
n2327 g440
n192 g2606
n847 g1924
n1181 g1590
n2328 g439
n1811 g956
n2330 g437
n2559 g2521
n456 g2315
n2332 g435
n2331 g436
n2333 g434
n2334 g433
n2335 g432
n927 g1844
n1942 g825
n2336 g431
n2337 g430
n2338 g429
n599 g2172
n2339 g428
n2340 g427
n2341 g426
n2346 g421
n2347 g420
n2348 g419
n1200 g1547
n2349 g418
n2350 g417
n2351 g416
n2352 g415
n1518 g1394
n2353 g414
n2354 g413
n2355 g412
n1291 g1496
n2356 g411
n1297 g1490
n2357 g410
n1389 g1282
n2359 g408
n2360 g407
n2361 g406
n841 g1930
n2362 g405
n262 g2501
n2363 g404
n2365 g402
n2366 g401
n2126 g641
n2367 g400
n2368 g399
n2369 g398
n740 g2031
n2370 g397
n282 g2489
n2371 g396
n2372 g395
n2373 g394
n2374 g393
n2376 g391
n1884 g883
n2101 g666
n2377 g390
n2378 g389
n2379 g388
n2380 g387
n2381 g386
n2383 g384
n2384 g383
n2385 g382
n2386 g381
n2387 g380
n1248 g1565
n2388 g379
n2389 g378
n2390 g377
n2391 g376
n2392 g375
n1118 g1653
n2393 g374
n1835 g932
n2318 g449
n2394 g373
n514 g2257
n2395 g372
n2396 g371
n1608 g1159
n2397 g370
n2398 g369
n2399 g368
n750 g2021
n1310 g1477
n2400 g367
n2401 g366
n2402 g365
n414 g2357
n2403 g364
n2404 g363
n865 g1906
n2405 g362
n2406 g361
n2407 g360
n1123 g1648
n2408 g359
n2409 g358
n1439 g1232
n2410 g357
n730 g2041
n1343 g1328
n2411 g356
n1132 g1639
n1271 g1450
n2412 g355
n544 g2227
n1646 g1121
n2413 g354
n2415 g352
n2416 g351
n2417 g350
n426 g2345
n2256 g511
n2418 g349
n2419 g348
n1588 g1179
n2420 g347
n2422 g345
n2423 g344
n2424 g343
n2425 g342
n2426 g341
n2427 g340
n796 g1975
n2428 g339
n2429 g338
n2430 g337
n538 g2233
n2431 g336
n1015 g1756
n2432 g335
n1347 g1324
n2433 g334
n2186 g581
n2434 g333
n2435 g332
n2136 g631
n2436 g331
n46 g2777
n61 g2761
n2437 g330
n821 g1950
n2375 g392
n2438 g329
n2439 g328
n168 g2642
n2441 g326
n2442 g325
n2443 g324
n2444 g323
n1946 g821
n2254 g513
n2445 g322
n2446 g321
n368 g2403
n2447 g320
n2448 g319
n2449 g318
n2450 g317
n2451 g316
n2452 g315
n2454 g313
n2455 g312
n2456 g311
n2457 g310
n300 g2471
n1294 g1493
n2458 g309
n2459 g308
n2460 g307
n342 g2429
n2461 g306
n2462 g305
n2463 g304
n2598 g2844
n337 g2434
n2464 g303
n2465 g302
n2466 g301
n2467 g300
n1446 g1225
n2468 g299
n2469 g298
n1499 g1413
n2470 g297
n1684 g1083
n2471 g296
n2472 g295
n2473 g294
n2474 g293
n2475 g292
n2477 g290
n2478 g289
n2479 g288
n2345 g422
n2480 g287
n522 g2249
n2026 g741
n2481 g286
n2482 g285
n2483 g284
n2484 g283
n2509 g2671
n1478 g1434
n2485 g282
n2486 g281
n1601 g1166
n1825 g942
n2487 g280
n2488 g279
n2489 g278
n2490 g277
n2491 g276
n1666 g1101
n1891 g876
n2492 g275
n2493 g274
n2494 g273
n2495 g272
n2496 g271
n2497 g270
n2498 g269
n2114 g653
n2499 g268
n2500 g267
n2501 g266
n2502 g265
n296 g2475
n2503 g264
n2504 g263
n9[1] g262
n1671 g1096
n9[0] g261
n8[31] g260
n8[30] g259
n2226 g541
n8[29] g258
n8[28] g257
n2414 g353
n8[27] g256
n820 g1951
n1837 g930
n8[26] g255
n8[25] g254
n1368 g1303
n8[24] g253
n8[22] g251
n1414 g1257
n8[21] g250
n149 g2670
n8[20] g249
n140 g2683
n142 g2680
n8[19] g248
n2594 g2848
n8[18] g247
n1096 g1675
n8[17] g246
n8[16] g245
n2358 g409
n8[15] g244
n8[14] g243
n365 g2406
n931 g1840
n8[13] g242
n8[12] g241
n237 g2538
n498 g2273
n8[11] g240
n1268 g1453
n2189 g578
n8[10] g239
n8[9] g238
n1679 g1088
n8[8] g237
n8[7] g236
n1095 g1676
n1850 g917
n8[6] g235
n8[5] g234
n1175 g1595
n8[4] g233
n8[3] g232
n8[2] g231
n8[1] g230
n8[0] g229
n143 g2678
n1242 g1571
n7[31] g228
n7[30] g227
n341 g2430
n1331 g1340
n7[29] g226
n10[0] g2825
n7[28] g225
n7[27] g224
n2281 g486
n7[26] g223
n7[25] g222
n7[24] g221
n1877 g890
n7[23] g220
n7[22] g219
n819 g1952
n7[21] g218
n7[20] g217
n7[19] g216
n24 g2799
n611 g2160
n1567 g1200
n7[18] g215
n7[16] g213
n1632 g1135
n7[15] g212
n7[14] g211
n1087 g1684
n7[12] g209
n2122 g645
n7[11] g208
n268 g2823
n1130 g1641
n7[10] g207
n7[8] g205
n7[6] g203
n7[5] g202
n744 g2027
n1573 g1194
n7[4] g201
n7[3] g200
n7[2] g199
n7[1] g198
n7[0] g197
n4[63] g196
n4[62] g195
n4[61] g194
n4[60] g193
n4[59] g192
n4[58] g191
n4[56] g189
n4[55] g188
n1819 g948
n4[54] g187
n894 g1877
n4[53] g186
n425 g2346
n4[52] g185
n195 g2601
n4[51] g184
n4[50] g183
n160 g2654
n543 g2228
n4[48] g181
n4[47] g180
n1466 g1446
n1841 g926
n4[46] g179
n4[45] g178
n4[44] g177
n1324 g1347
n4[43] g176
n4[42] g175
n4[40] g173
n4[39] g172
n726 g2045
n2014 g753
n4[38] g171
n4[37] g170
n1990 g777
n4[36] g169
n4[35] g168
n748 g2023
n4[34] g167
n4[33] g166
n941 g1830
n4[32] g165
n4[31] g164
n1411 g1260
n4[30] g163
n4[29] g162
n4[28] g161
n875 g1896
n4[27] g160
n825 g1946
n1312 g1475
n4[26] g159
n537 g2234
n4[25] g158
n1486 g1426
n4[23] g156
n345 g2426
n1044 g1727
n4[22] g155
n4[21] g154
n8[23] g252
n4[20] g153
n4[19] g152
n4[18] g151
n4[49] g182
n4[17] g150
n4[15] g148
n4[14] g147
n2382 g385
n4[13] g146
n4[12] g145
n1050 g1721
n1754 g1013
n2421 g346
n4[10] g143
n1616 g1151
n4[9] g142
n4[8] g141
n4[7] g140
n4[6] g139
n1565 g1202
n4[5] g138
n898 g1873
n4[4] g137
n1465 g1206
n4[3] g136
n7[7] g204
n4[2] g135
n815 g1956
n4[1] g134
n2606 g2836
n4[0] g133
n926 g1845
n3[63] g132
n1525 g1387
n2225 g542
n3[62] g131
n1399 g1272
n3[61] g130
n2053 g714
n3[60] g129
n1315 g1472
n3[59] g128
n3[58] g127
n3[57] g126
n3[56] g125
n1441 g1230
n3[54] g123
n3[53] g122
n3[52] g121
n3[51] g120
n3[50] g119
n3[49] g118
n2123 g644
n3[48] g117
n3[47] g116
n1700 g1067
n4[24] g157
n3[45] g114
n3[44] g113
n2233 g534
n3[42] g111
n603 g2168
n1381 g1290
n3[41] g110
n3[40] g109
n3[39] g108
n3[38] g107
n901 g1870
n3[55] g124
n3[37] g106
n18 g2805
n3[36] g105
n745 g2026
n3[35] g104
n3[34] g103
n3[33] g102
n3[32] g101
n3[31] g100
n3[30] g99
n1508 g1404
n3[29] g98
n3[28] g97
n3[27] g96
n3[26] g95
n3[25] g94
n4[41] g174
n3[24] g93
n351 g2420
n455 g2316
n702 g2069
n2342 g425
n3[23] g92
n3[22] g91
n1962 g805
n7[9] g206
n3[21] g90
n3[20] g89
n1610 g1157
n3[19] g88
n2098 g669
n3[18] g87
n3[17] g86
n1203 g1544
n3[16] g85
n3[15] g84
n3[14] g83
n3[13] g82
n1852 g915
n3[12] g81
n3[11] g80
n589 g2182
n3[10] g79
n1279 g1508
n3[9] g78
n3[8] g77
n3[7] g76
n3[6] g75
n3[5] g74
n3[4] g73
n4[57] g190
n3[3] g72
n3[2] g71
n3[1] g70
n3[0] g69
n6[3] g68
n561 g2210
n6[2] g67
n6[1] g66
n6[0] g65
n5[63] g64
n5[62] g63
n5[61] g62
n1357 g1314
n5[60] g61
n5[59] g60
n1487 g1425
n5[58] g59
n2558 g2524
n2344 g423
n5[57] g58
n5[56] g57
n1605 g1162
n5[55] g56
n1937 g830
n5[54] g55
n5[53] g54
n5[52] g53
n1042 g1729
n5[51] g52
n1425 g1246
n1602 g1165
n5[50] g51
n434 g2337
n5[48] g49
n5[47] g48
n5[46] g47
n374 g2397
n5[45] g46
n919 g1852
n1431 g1240
n5[44] g45
n1122 g1649
n5[43] g44
n380 g2391
n5[42] g43
n4[11] g144
n5[41] g42
n5[40] g41
n5[39] g40
n5[38] g39
n464 g2307
n5[37] g38
n3[43] g112
n5[36] g37
n5[35] g36
n256 g2510
n5[34] g35
n5[33] g34
n1408 g1263
n5[32] g33
n5[30] g31
n1908 g859
n5[29] g30
n5[28] g29
n5[27] g28
n5[26] g27
n5[25] g26
n1023 g1748
n5[24] g25
n2010 g757
n5[23] g24
n731 g2040
n5[22] g23
n995 g1776
n5[31] g32
n5[21] g22
n2571 g2814
n2000 g767
n2440 g327
n5[20] g21
n1048 g1723
n5[19] g20
n5[18] g19
n2329 g438
n5[17] g18
n647 g2124
n5[16] g17
n5[15] g16
n2187 g580
n5[14] g15
n5[13] g14
n4[16] g149
n5[12] g13
n844 g1927
n972 g1799
n1806 g961
n5[11] g12
n5[10] g11
n917 g1854
n5[9] g10
n2530 g2608
n5[8] g9
n5[7] g8
n2364 g403
n5[6] g7
n248 g2522
n5[5] g6
n5[4] g5
n5[3] g4
n5[2] g3
n1557 g1355
n5[1] g2
n5[0] g1
n2216 g551
n2505 g0
n2[127] n2[127]
n2061 g706
n2[126] n2[126]
n2303 g464
n2[125] n2[125]
n2[124] n2[124]
n889 g1882
n2[123] n2[123]
n225 g2556
n950 g1821
n2[122] n2[122]
n2[121] n2[121]
n2[120] n2[120]
n2[119] n2[119]
n2[118] n2[118]
n2[117] n2[117]
n2476 g291
n2[116] n2[116]
n1188 g1582
n7[13] g210
n2[115] n2[115]
n2[114] n2[114]
n2[113] n2[113]
n2[112] n2[112]
n2[111] n2[111]
n2[110] n2[110]
n2[109] n2[109]
n2[108] n2[108]
n2[107] n2[107]
n2[106] n2[106]
n2[105] n2[105]
n2[104] n2[104]
n756 g2015
n1561 g1351
n2[103] n2[103]
n2[102] n2[102]
n2[101] n2[101]
n849 g1922
n2[100] n2[100]
n2[99] n2[99]
n1238 g1575
n2[98] n2[98]
n2[97] n2[97]
n1113 g1658
n2[96] n2[96]
n2[95] n2[95]
n2512 g2662
n2[94] n2[94]
n135 g2688
n2[93] n2[93]
n873 g1898
n2[92] n2[92]
n2[91] n2[91]
n2[90] n2[90]
n2[89] n2[89]
n2[88] n2[88]
n2[87] n2[87]
n2[86] n2[86]
n2[85] n2[85]
n2222 g545
n2294 g473
n2[84] n2[84]
n2169 g598
n2[83] n2[83]
n2217 g550
n2[82] n2[82]
n604 g2167
n2138 g629
n2[81] n2[81]
n2[80] n2[80]
n2306 g461
n2[79] n2[79]
n2[78] n2[78]
n2[77] n2[77]
n59 g2763
n2003 g764
n2[76] n2[76]
n2[75] n2[75]
n5[49] g50
n2[74] n2[74]
n2[73] n2[73]
n2[72] n2[72]
n2[71] n2[71]
n2[70] n2[70]
n2[69] n2[69]
n2[68] n2[68]
n2[67] n2[67]
n2[66] n2[66]
n2343 g424
n2[65] n2[65]
n2[64] n2[64]
n2[63] n2[63]
n2[62] n2[62]
n2099 g668
n2[61] n2[61]
n2097 g670
n2[59] n2[59]
n2[58] n2[58]
n2227 g540
n2[57] n2[57]
n2[56] n2[56]
n2538 g2584
n1146 g1625
n1604 g1163
n2[55] n2[55]
n2[54] n2[54]
n2[53] n2[53]
n2519 g2641
n2[52] n2[52]
n2610 g2832
n448 g2323
n1532 g1380
n2[51] n2[51]
n2[50] n2[50]
n1854 g913
n2[49] n2[49]
n2[48] n2[48]
n2[47] n2[47]
n80 g2743
n2[46] n2[46]
n2[45] n2[45]
n152 g2666
n833 g1938
n2[44] n2[44]
n2[43] n2[43]
n2[42] n2[42]
n2[41] n2[41]
n2[40] n2[40]
n12 g2811
n2566 g2500
n2[39] n2[39]
n2453 g314
n2[38] n2[38]
n1068 g1703
n3[46] g115
n2[37] n2[37]
n2[36] n2[36]
n2[35] n2[35]
n2[34] n2[34]
n2[33] n2[33]
n1484 g1428
n2[32] n2[32]
n2[31] n2[31]
n2[30] n2[30]
n2[29] n2[29]
n2[28] n2[28]
n2[27] n2[27]
n2[26] n2[26]
n2[25] n2[25]
n2[24] n2[24]
n2[23] n2[23]
n762 g2009
n2[22] n2[22]
n2[21] n2[21]
n2[20] n2[20]
n2[19] n2[19]
n2[18] n2[18]
n2[17] n2[17]
n2[16] n2[16]
n2[15] n2[15]
n650 g2121
n1967 g800
n7[17] g214
n2[14] n2[14]
n2[13] n2[13]
n2[12] n2[12]
n2[11] n2[11]
n2005 g762
n2[10] n2[10]
n2[9] n2[9]
n2[8] n2[8]
n895 g1876
n2[7] n2[7]
n2587 g2855
n2[6] n2[6]
n2[5] n2[5]
n2[4] n2[4]
n2[3] n2[3]
n2[2] n2[2]
n2[1] n2[1]
n1342 g1329
n2[0] n2[0]
n19 g2804
n2[60] n2[60]
n1 n1
n0 n0
