n3590 g3851
n2847 g240
n2486 g802
n2843 g244
n3253 g3752
n2609 g480
n2633 g456
n1407 g1865
n2877 g202
n3164 g120
n2579 g510
n2008 g1280
n3100 g6
n1760 g1528
n2954 g225
n3[52] g668
n1553 g1727
n1476 g1804
n2511 g777
n2519 g769
n2[52] n2[52]
n2776 g311
n2513 g775
n2[77] n2[77]
n3318 g3686
n2430 g858
n1863 g1425
n2812 g275
n3197 g64
n3169 g112
n2004 g1284
n3[61] g677
n1399 g1873
n385 g2911
n2673 g414
n2718 g369
n2[41] n2[41]
n3135 g37
n2903 g176
n4[45] g728
n2312 g976
n2111 g1177
n3488 g3478
n2[119] n2[119]
n3293 g3712
n769 g2523
n1352 g1920
n2[48] n2[48]
n2271 g1017
n1302 g1970
n901 g2387
n3[37] g653
n3[55] g671
n3473 g3497
n2768 g319
n207 g3090
n2062 g1226
n80 g3250
n2[46] n2[46]
n1011 g2284
n2569 g520
n1239 g2033
n248 g3028
n5[5] g549
n1453 g1827
n2806 g281
n1199 g2065
n2[30] n2[30]
n2[99] n2[99]
n3244 g3761
n2729 g358
n3132 g67
n3207 g49
n2125 g1163
n2374 g914
n2[88] n2[88]
n2449 g839
n2309 g979
n1626 g1654
n2918 g161
n2443 g845
n2307 g981
n3203 g56
n5[8] g552
n2530 g758
n3112 g71
n1461 g1819
n3545 g3410
n2905 g174
n3205 g53
n2[43] n2[43]
n2427 g861
n3236 g3769
n3[20] g636
n1428 g1844
n5[56] g600
n3606 g3835
n2795 g292
n2886 g193
n1580 g1700
n168 g3148
n2441 g847
n2605 g484
n2798 g289
n2[40] n2[40]
n3281 g3724
n3220 g3333
n558 g2734
n3106 g103
n3368 g3623
n349 g2947
n1548 g1732
n2856 g231
n2784 g303
n2420 g868
n1588 g1692
n2756 g331
n2[25] n2[25]
n755 g2537
n967 g2328
n3110 g83
n2001 g1287
n2844 g243
n2791 g296
n4[31] g714
n740 g2552
n2370 g918
n2662 g425
n3060 g3080
n2[1] n2[1]
n3206 g52
n1726 g1554
n1322 g1950
n2587 g502
n3199 g61
n2[6] n2[6]
n2334 g954
n1703 g1577
n1380 g1892
n2[33] n2[33]
n5[10] g554
n2020 g1268
n2556 g533
n2665 g422
n3[50] g666
n2818 g269
n2711 g376
n2769 g318
n1791 g1497
n1813 g1475
n27 g3303
n2654 g433
n152 g3172
n833 g2449
n2[44] n2[44]
n1940 g1348
n3469 g3501
n5[38] g582
n2265 g1023
n2[54] n2[54]
n3[48] g664
n2123 g1165
n5[13] g557
n2[86] n2[86]
n2[124] n2[124]
n1664 g1616
n2[2] n2[2]
n2949 g130
n2[47] n2[47]
n3099 g10
n1178 g2086
n3117 g47
n1724 g1556
n5[43] g587
n1122 g2142
n2641 g448
n544 g2748
n2413 g875
n1646 g1634
n2[12] n2[12]
n2591 g498
n2941 g138
n3490 g3475
n3091 g28
n3088 g34
n2663 g424
n2935 g144
n2617 g472
n2[31] n2[31]
n2[53] n2[53]
n5[57] g601
n2558 g531
n2344 g944
n1330 g1942
n875 g2477
n4[27] g710
n3140 g99
n2740 g347
n2939 g140
n2[16] n2[16]
n2158 g1130
n223 g3066
n3144 g22
n2958 g221
n3575 g3373
n2947 g132
n3604 g3837
n2851 g236
n1658 g1622
n2[120] n2[120]
n2907 g172
n1149 g2115
n3101 g126
n1448 g1832
n2680 g407
n2[102] n2[102]
n2703 g384
n1150 g2114
n1314 g1958
n2687 g400
n2423 g865
n1191 g2073
n1065 g2199
n1214 g2268
n2681 g406
n730 g2562
n2411 g877
n1343 g1929
n2[17] n2[17]
n2318 g970
n2394 g894
n1835 g1453
n2322 g966
n3123 g20
n2532 g756
n3052 g3104
n1299 g1973
n2[34] n2[34]
n3[56] g672
n4[5] g688
n1565 g1715
n2979 g3585
n3[51] g667
n2956 g223
n1317 g1955
n162 g3157
n1442 g2044
n2545 g438
n2553 g536
n2208 g1080
n1986 g1302
n96 g3234
n1519 g1761
n1186 g2078
n3348 g3649
n2[3] n2[3]
n408 g2888
n2955 g224
n2517 g771
n1840 g1448
n1482 g1798
n2[20] n2[20]
n743 g2549
n2324 g964
n2[72] n2[72]
n2704 g383
n2612 g477
n2043 g1245
n1143 g2121
n2[105] n2[105]
n1941 g1347
n3301 g3703
n1833 g1455
n2599 g490
n3201 g59
n2[110] n2[110]
n2[9] n2[9]
n2910 g169
n500 g2796
n3182 g91
n1469 g1811
n2258 g1030
n2904 g175
n3376 g3613
n3115 g54
n2[23] n2[23]
n2[32] n2[32]
n1484 g1796
n3466 g3505
n2644 g445
n2[58] n2[58]
n2345 g943
n2480 g808
n2[63] n2[63]
n2[111] n2[111]
n2734 g353
n4[8] g691
n1757 g1531
n2426 g862
n2[62] n2[62]
n3331 g3671
n4[37] g720
n2865 g214
n1012 g2283
n1298 g1974
n3601 g3840
n2[64] n2[64]
n2195 g1093
n3128 g106
n2[121] n2[121]
n2839 g248
n2281 g1007
n893 g2395
n1576 g1704
n1702 g1578
n2625 g464
n1878 g1410
n2448 g840
n3204 g55
n3[42] g658
n2233 g1055
n2[66] n2[66]
n2[68] n2[68]
n3[58] g674
n2890 g189
n3122 g26
n2[56] n2[56]
n1921 g1367
n3013 g3389
n2[73] n2[73]
n2[104] n2[104]
n1153 g2111
n2816 g271
n2546 g543
n3407 g3577
n2139 g1149
n1025 g2239
n2833 g254
n1455 g1825
n2822 g265
n1327 g1945
n3094 g24
n2811 g276
n1718 g1562
n1706 g1574
n1351 g1921
n3214 g40
n1929 g1359
n2[80] n2[80]
n3272 g3733
n2[11] n2[11]
n2938 g141
n1165 g2099
n2906 g173
n2252 g1036
n2709 g378
n2568 g521
n2966 g3658
n2169 g1119
n2[83] n2[83]
n3158 g128
n1590 g1690
n135 g3195
n2[93] n2[93]
n4[42] g725
n3[5] g621
n104 g3226
n1873 g1415
n1652 g1628
n2[65] n2[65]
n2343 g945
n3460 g3512
n8[5] g613
n2188 g1100
n2[114] n2[114]
n3496 g3469
n2[85] n2[85]
n1278 g1994
n441 g2855
n1264 g2008
n530 g2766
n2753 g334
n55 g3274
n1603 g1677
n2099 g1189
n2[61] n2[61]
n3404 g3581
n670 g2622
n2855 g232
n3[19] g635
n1610 g1670
n1395 g1877
n3177 g65
n2[87] n2[87]
n1572 g1708
n2942 g137
n3411 g3571
n2366 g922
n2845 g242
n2104 g1184
n1950 g1338
n2757 g330
n2[89] n2[89]
n8[1] g609
n3008 g3419
n3086 g3002
n2404 g884
n2940 g139
n2316 g972
n1398 g1874
n2[90] n2[90]
n1922 g1366
n1491 g1789
n873 g2478
n2[92] n2[92]
n2848 g239
n3089 g1
n2626 g463
n2142 g1146
n2678 g409
n2572 g517
n2912 g167
n1888 g1400
n2415 g873
n1815 g1473
n195 g3108
n4[51] g734
n2712 g375
n1188 g2076
n2[115] n2[115]
n2[101] n2[101]
n2689 g398
n2932 g147
n2[106] n2[106]
n2341 g947
n4[57] g740
n3[3] g619
n667 g2625
n2325 g963
n1320 g1952
n5[15] g559
n2691 g396
n3524 g3434
n2476 g812
n2[116] n2[116]
n255 g3018
n3175 g102
n2840 g247
n19 g3311
n1 n1
n2[60] n2[60]
n514 g2782
n2395 g893
n337 g2959
n2464 g824
n2598 g491
n3155 g9
n3118 g43
n2925 g154
n2389 g899
n2695 g392
n2624 g465
n2204 g1084
n30 g3300
n2944 g135
n176 g3136
n2950 g129
n2943 g136
n2937 g142
n3065 g3065
n2698 g389
n3279 g3726
n2989 g3533
n2[107] n2[107]
n2708 g379
n2814 g273
n2936 g143
n1102 g2162
n904 g2384
n2934 g145
n3560 g3393
n3[15] g631
n3377 g3612
n3[2] g618
n2618 g471
n2786 g301
n1405 g1867
n2823 g264
n2048 g1240
n2926 g153
n1753 g1535
n2924 g155
n2801 g286
n2466 g822
n2813 g274
n2483 g805
n2[57] n2[57]
n2227 g1061
n3103 g117
n2922 g157
n4[40] g723
n2416 g872
n1384 g1888
n1238 g2034
n2[98] n2[98]
n2921 g158
n4[18] g701
n2920 g159
n3010 g3406
n1883 g1405
n641 g2651
n2919 g160
n3009 g3413
n1593 g1687
n3213 g41
n2788 g299
n1738 g1550
n3621 g3818
n1051 g2213
n2266 g1022
n1424 g1848
n2482 g806
n1550 g1730
n1041 g2223
n2457 g831
n2759 g328
n656 g2636
n3095 g21
n2778 g309
n2808 g279
n2871 g208
n1680 g1600
n2[108] n2[108]
n2895 g184
n2889 g190
n1318 g1954
n3127 g116
n2089 g1199
n1747 g1541
n4[50] g733
n1222 g2260
n2911 g168
n2028 g1260
n886 g2402
n2884 g195
n2883 g196
n2881 g198
n841 g2441
n2362 g926
n2355 g933
n2174 g1114
n2634 g455
n2330 g958
n1811 g1477
n2243 g1045
n1575 g1705
n2878 g201
n3189 g79
n1739 g1549
n1367 g1905
n3147 g35
n2876 g203
n5[17] g561
n2329 g959
n3224 g3781
n845 g2437
n1808 g1480
n490 g2806
n1054 g2210
n796 g2496
n2428 g860
n2933 g146
n1686 g1594
n1660 g1620
n3138 g16
n2874 g205
n158 g3163
n1742 g1546
n2261 g1027
n2873 g206
n3048 g3116
n244 g3034
n1945 g1343
n2510 g778
n1894 g1394
n2872 g207
n3526 g3431
n2310 g978
n2870 g209
n3160 g125
n3183 g88
n1260 g2012
n2452 g836
n396 g2900
n767 g2525
n2657 g430
n2172 g1116
n1960 g1328
n1663 g1617
n2868 g211
n1240 g2032
n2664 g423
n1434 g2052
n2866 g213
n1568 g1712
n3176 g101
n1900 g1388
n2637 g452
n2688 g399
n3336 g3664
n2507 g781
n1332 g1940
n2581 g508
n2972 g3625
n2[78] n2[78]
n3[33] g649
n2730 g357
n659 g2633
n2563 g526
n3190 g78
n2738 g349
n1762 g1526
n2953 g226
n3275 g3730
n2952 g227
n2257 g1031
n2456 g832
n5[25] g569
n2[13] n2[13]
n2732 g355
n2951 g228
n2858 g229
n2779 g308
n2854 g233
n2828 g259
n895 g2393
n2[7] n2[7]
n2852 g235
n2[19] n2[19]
n3209 g46
n2850 g237
n141 g3188
n1911 g1377
n2397 g891
n1608 g1672
n1184 g2080
n2780 g307
n1245 g2027
n2621 g468
n1301 g1971
n849 g2433
n2[100] n2[100]
n3379 g3610
n2367 g921
n2126 g1162
n4[59] g742
n3548 g3407
n2177 g1111
n1668 g1612
n2838 g249
n821 g2461
n2438 g850
n2375 g913
n2826 g261
n2899 g180
n2836 g251
n2122 g1166
n2113 g1175
n2647 g442
n257 g3015
n2835 g252
n307 g2989
n1510 g1770
n1454 g1826
n1673 g1607
n1354 g1918
n2800 g287
n1978 g1310
n375 g2921
n2829 g258
n2827 g260
n2825 g262
n5[52] g596
n2694 g393
n3211 g44
n1195 g2069
n2701 g386
n2879 g200
n2706 g381
n2916 g163
n2820 g267
n2484 g804
n2527 g761
n2[97] n2[97]
n2819 g268
n24 g3306
n611 g2681
n2846 g241
n1567 g1713
n3552 g3402
n16 g3314
n2744 g343
n297 g2999
n2815 g272
n2396 g892
n1518 g1762
n2353 g935
n304 g2992
n2809 g278
n1281 g1991
n2[112] n2[112]
n1688 g1592
n3566 g3383
n4[24] g707
n3[45] g661
n1700 g1580
n1355 g1917
n1417 g1855
n2796 g291
n2[38] n2[38]
n2453 g835
n1647 g1633
n2338 g950
n3210 g45
n2751 g336
n2790 g297
n2333 g955
n2331 g957
n2789 g298
n776 g2516
n2787 g300
n1444 g2042
n3120 g32
n3406 g3578
n3481 g3485
n413 g2883
n2783 g304
n2247 g1041
n2781 g306
n172 g3142
n1771 g1517
n0 n0
n392 g2904
n2700 g387
n2777 g310
n1372 g1900
n2578 g511
n412 g2884
n2774 g313
n1896 g1392
n2523 g765
n2772 g315
n584 g2708
n2283 g1005
n2[36] n2[36]
n2770 g317
n2765 g322
n1024 g2240
n2526 g762
n1039 g2225
n2752 g335
n145 g3182
n2761 g326
n2859 g220
n607 g2685
n700 g2592
n2760 g327
n2[10] n2[10]
n2005 g1283
n2472 g816
n2758 g329
n2755 g332
n2887 g192
n1927 g1361
n2750 g337
n2749 g338
n2603 g486
n2748 g339
n2465 g823
n7[63] g3793
n525 g2771
n1910 g1378
n3586 g3358
n2807 g280
n1481 g1799
n3602 g3839
n9[4] g3803
n2747 g340
n3[7] g623
n2742 g345
n326 g2970
n1821 g1467
n2737 g350
n2379 g909
n2269 g1019
n693 g2599
n2735 g352
n2867 g212
n2733 g354
n5[32] g576
n1408 g1864
n3300 g3705
n2731 g356
n2727 g360
n2946 g133
n381 g2915
n1827 g1461
n26 g3304
n2725 g362
n1176 g2088
n2869 g210
n1538 g1742
n3299 g3706
n2721 g366
n474 g2822
n2908 g171
n2720 g367
n275 g3343
n1426 g1846
n2217 g1071
n2[82] n2[82]
n2717 g370
n4[0] g683
n2606 g483
n2629 g460
n3366 g3627
n834 g2448
n1545 g1735
n2716 g371
n2477 g811
n753 g2539
n1495 g1785
n3159 g127
n9[8] g3796
n1895 g1393
n2251 g1037
n2714 g373
n2713 g374
n2124 g1164
n2102 g1186
n5[23] g567
n2010 g1278
n3335 g3665
n3202 g57
n1624 g1656
n2249 g1039
n971 g2325
n2696 g391
n1127 g2137
n2923 g156
n2616 g473
n6[1] g2758
n2690 g397
n2491 g797
n2686 g401
n2455 g833
n1023 g2241
n5[24] g568
n2512 g776
n2[94] n2[94]
n3302 g3702
n2134 g1154
n1429 g1843
n2685 g402
n3154 g11
n1523 g1757
n2308 g980
n2[79] n2[79]
n2306 g982
n2304 g984
n3249 g3756
n2[125] n2[125]
n2303 g985
n1018 g2246
n3179 g95
n2301 g987
n2300 g988
n1767 g1521
n1533 g1747
n2299 g989
n2298 g990
n2577 g512
n1993 g1295
n329 g2967
n2297 g991
n2293 g995
n508 g2788
n869 g2413
n2292 g996
n1036 g2228
n2253 g1035
n2291 g997
n2290 g998
n2287 g1001
n2286 g1002
n1346 g1926
n3306 g3697
n1071 g2193
n2285 g1003
n2284 g1004
n559 g2733
n1515 g1765
n906 g2382
n2282 g1006
n1007 g2286
n2278 g1010
n2277 g1011
n1172 g2092
n3611 g3830
n3533 g3424
n2051 g1237
n2056 g1232
n2275 g1013
n2274 g1014
n3[62] g678
n2225 g1063
n1525 g1755
n188 g3118
n2273 g1015
n2270 g1018
n2267 g1021
n1263 g2009
n1366 g1906
n1855 g1433
n2264 g1024
n3470 g3500
n2263 g1025
n566 g2726
n2260 g1028
n2259 g1029
n1625 g1655
n426 g2870
n2418 g870
n2256 g1032
n430 g2866
n1925 g1363
n1777 g1511
n3119 g38
n2327 g961
n2016 g1272
n2255 g1033
n2103 g1185
n292 g2757
n2250 g1038
n2207 g1081
n1893 g1395
n1629 g1651
n2248 g1040
n2775 g312
n1976 g1312
n2246 g1042
n3453 g3520
n2245 g1043
n2178 g1110
n2164 g1124
n1828 g1460
n2241 g1047
n2238 g1050
n7[23] g3786
n3031 g3167
n1877 g1411
n2071 g1217
n1539 g1741
n2236 g1052
n545 g2747
n2235 g1053
n2234 g1054
n3514 g3448
n502 g2794
n1551 g1729
n2230 g1058
n552 g2740
n669 g2623
n2009 g1279
n2226 g1062
n2224 g1064
n724 g2568
n1755 g1533
n2223 g1065
n1047 g2217
n2[84] n2[84]
n2294 g994
n2222 g1066
n276 g3342
n1826 g1462
n2221 g1067
n2220 g1068
n1955 g1333
n2505 g783
n2705 g382
n2216 g1072
n1991 g1297
n1115 g2149
n2214 g1074
n3167 g114
n2213 g1075
n2212 g1076
n1690 g1590
n536 g2756
n2211 g1077
n2209 g1079
n2206 g1082
n1784 g1504
n1621 g1659
n2202 g1086
n2200 g1088
n3230 g3775
n2199 g1089
n1683 g1597
n2697 g390
n2232 g1056
n2198 g1090
n2197 g1091
n2196 g1092
n1816 g1472
n2193 g1095
n2192 g1096
n2039 g1249
n907 g2381
n2190 g1098
n5[14] g558
n2187 g1101
n1501 g1779
n2434 g854
n2186 g1102
n2185 g1103
n2184 g1104
n1423 g1849
n3323 g3680
n2276 g1012
n1126 g2138
n626 g2666
n2183 g1105
n2182 g1106
n2824 g263
n2180 g1108
n2179 g1109
n2964 g3666
n2176 g1112
n636 g2656
n2170 g1118
n529 g2767
n2165 g1123
n1858 g1430
n1796 g1492
n1192 g2072
n394 g2902
n642 g2650
n2161 g1127
n503 g2793
n2160 g1128
n2393 g895
n1118 g2146
n1750 g1538
n1500 g1780
n2159 g1129
n1795 g1493
n3077 g3029
n2154 g1134
n2659 g428
n1514 g1766
n3225 g3780
n2152 g1136
n892 g2396
n1516 g1764
n1379 g1893
n1527 g1753
n2151 g1137
n2710 g377
n1585 g1695
n1569 g1711
n1333 g1939
n2150 g1138
n146 g3181
n1323 g1949
n2148 g1140
n3284 g3721
n1881 g1407
n64 g3265
n2175 g1113
n2147 g1141
n1112 g2152
n2146 g1142
n756 g2536
n2902 g177
n2[103] n2[103]
n1561 g1719
n1155 g2109
n9[18] g3795
n2144 g1144
n3550 g3404
n2141 g1147
n3287 g3718
n2140 g1148
n604 g2688
n2[81] n2[81]
n2138 g1150
n1517 g1763
n1447 g1833
n2137 g1151
n2436 g852
n2136 g1152
n761 g2531
n2133 g1155
n1723 g1557
n1261 g2011
n3113 g68
n2132 g1156
n3109 g86
n2131 g1157
n2129 g1159
n2128 g1160
n2127 g1161
n594 g2698
n2120 g1168
n2119 g1169
n437 g2859
n2118 g1170
n1373 g1899
n896 g2392
n2117 g1171
n2116 g1172
n3477 g3491
n1612 g1668
n2115 g1173
n3073 g3041
n2499 g789
n2114 g1174
n1502 g1778
n1335 g1937
n2112 g1176
n2745 g342
n2110 g1178
n2106 g1182
n2100 g1188
n3[18] g634
n2098 g1190
n2[59] n2[59]
n2097 g1191
n1530 g1750
n2898 g181
n2096 g1192
n3551 g3403
n1554 g1726
n1542 g1738
n2094 g1194
n3198 g63
n1296 g1976
n2093 g1195
n2092 g1196
n2091 g1197
n2492 g796
n1666 g1614
n1891 g1397
n729 g2563
n2090 g1198
n2088 g1200
n378 g2918
n2086 g1202
n2085 g1203
n493 g2803
n945 g2343
n2084 g1204
n808 g2479
n2083 g1205
n3340 g3659
n2082 g1206
n2081 g1207
n1128 g2136
n2229 g1059
n2078 g1210
n2077 g1211
n3277 g3728
n1313 g1959
n720 g2572
n2075 g1213
n2074 g1214
n81 g3249
n2072 g1216
n2070 g1218
n2069 g1219
n2067 g1221
n2066 g1222
n2065 g1223
n2064 g1224
n2063 g1225
n2[126] n2[126]
n2061 g1227
n3511 g3451
n2060 g1228
n2045 g1243
n2068 g1220
n2771 g316
n2155 g1133
n2041 g1247
n1134 g2130
n3136 g29
n2841 g246
n2059 g1229
n2891 g188
n2058 g1230
n1836 g1452
n2555 g534
n2057 g1231
n3080 g3020
n1555 g1725
n2544 g441
n2055 g1233
n2054 g1234
n3[60] g676
n2053 g1235
n924 g2364
n1704 g1576
n3561 g3391
n1503 g1777
n447 g2849
n2052 g1236
n1409 g1863
n2049 g1239
n2047 g1241
n2046 g1242
n1396 g1876
n2095 g1193
n1138 g2126
n3083 g3011
n2557 g532
n2042 g1246
n1903 g1385
n2040 g1248
n734 g2558
n2038 g1250
n2037 g1251
n2035 g1253
n927 g2361
n2336 g952
n1942 g1346
n2032 g1256
n136 g3194
n1105 g2159
n2030 g1258
n2027 g1261
n522 g2774
n2481 g807
n2026 g1262
n560 g2732
n1599 g1681
n2025 g1263
n1280 g1992
n1512 g1768
n2019 g1269
n1919 g1369
n2018 g1270
n2015 g1273
n1613 g1667
n2011 g1277
n1311 g1961
n2007 g1281
n2006 g1282
n59 g3270
n2[76] n2[76]
n2003 g1285
n1233 g2039
n1254 g2018
n2002 g1286
n3421 g3559
n2440 g848
n5[20] g564
n2571 g518
n2000 g1288
n1563 g1717
n2149 g1139
n2076 g1212
n1436 g2050
n2914 g165
n1999 g1289
n2023 g1265
n1923 g1365
n1779 g1509
n1997 g1291
n2931 g148
n1996 g1292
n4[36] g719
n1990 g1298
n1989 g1299
n1615 g1665
n1987 g1301
n1954 g1334
n1985 g1303
n1546 g1734
n1160 g2104
n1984 g1304
n1037 g2227
n1983 g1305
n1982 g1306
n1981 g1307
n1848 g1440
n1964 g1324
n86 g3244
n1979 g1309
n3139 g115
n1667 g1613
n1994 g1294
n1493 g1787
n1977 g1311
n1975 g1313
n1973 g1315
n3098 g15
n1972 g1316
n5[54] g598
n1937 g1351
n2534 g754
n1382 g1890
n1971 g1317
n1970 g1318
n1969 g1319
n1968 g1320
n1506 g1774
n665 g2627
n1443 g2043
n650 g2642
n2[14] n2[14]
n1967 g1321
n404 g2892
n2928 g151
n1966 g1322
n1462 g1818
n3192 g74
n1965 g1323
n226 g3061
n1963 g1325
n3[21] g637
n1962 g1326
n2995 g3496
n1818 g1470
n3584 g3362
n2520 g768
n1480 g1800
n3381 g3608
n1183 g2081
n1961 g1327
n1490 g1790
n1959 g1329
n1653 g1627
n1958 g1330
n1705 g1575
n1956 g1332
n985 g2303
n1526 g1754
n1953 g1335
n1370 g1902
n1952 g1336
n1890 g1398
n2764 g323
n1949 g1339
n125 g3205
n2948 g131
n1505 g1775
n1269 g2003
n3248 g3757
n2135 g1153
n1948 g1340
n1849 g1439
n2636 g453
n1947 g1341
n2445 g843
n2254 g1034
n1946 g1342
n1745 g1543
n949 g2315
n1943 g1345
n3082 g3014
n1142 g2122
n1243 g2029
n1938 g1350
n1936 g1352
n1935 g1353
n1374 g1898
n2849 g238
n1934 g1354
n676 g2616
n1933 g1355
n1932 g1356
n1930 g1358
n1928 g1360
n1885 g1403
n1926 g1362
n1944 g1344
n1924 g1364
n1776 g1512
n1918 g1370
n448 g2848
n2610 g479
n2[51] n2[51]
n1532 g1748
n1915 g1373
n3425 g3555
n1914 g1374
n1672 g1608
n224 g3064
n450 g2846
n1336 g1936
n7[55] g3790
n1913 g1375
n1909 g1379
n5[29] g573
n1908 g1380
n1907 g1381
n2998 g3487
n1906 g1382
n3588 g3356
n1904 g1384
n1865 g1423
n1902 g1386
n1901 g1387
n1899 g1389
n1892 g1396
n1889 g1399
n1535 g1745
n1887 g1401
n993 g2280
n1250 g2022
n1886 g1402
n2377 g911
n2101 g1187
n1884 g1404
n1152 g2112
n1882 g1406
n1880 g1408
n1560 g1720
n1879 g1409
n3200 g60
n1874 g1414
n1872 g1416
n1869 g1419
n1699 g1581
n1868 g1420
n534 g2762
n1867 g1421
n1864 g1424
n1862 g1426
n1413 g1859
n2215 g1073
n1445 g2041
n1856 g1432
n1853 g1435
n3[12] g628
n1852 g1436
n1789 g1499
n1844 g1444
n1843 g1445
n1842 g1446
n1839 g1449
n867 g2415
n1834 g1454
n497 g2799
n1831 g1457
n1830 g1458
n1026 g2238
n1829 g1459
n175 g3138
n1824 g1464
n1627 g1653
n1823 g1465
n4[46] g729
n3108 g90
n1841 g1447
n1466 g1814
n4[54] g737
n1819 g1469
n1416 g1856
n1817 g1471
n1814 g1474
n405 g2891
n1809 g1479
n1807 g1481
n844 g2438
n972 g2324
n5[11] g555
n1806 g1482
n716 g2576
n1805 g1483
n1562 g1718
n1803 g1485
n1802 g1486
n2959 g0
n1349 g1923
n1801 g1487
n3309 g3694
n1800 g1488
n2163 g1125
n1247 g2025
n1799 g1489
n1798 g1490
n1797 g1491
n915 g2373
n1794 g1494
n3026 g3183
n451 g2845
n1793 g1495
n3585 g3360
n495 g2801
n1375 g1897
n1792 g1496
n2723 g364
n1790 g1498
n2963 g3670
n1529 g1751
n1788 g1500
n1368 g1904
n1198 g2066
n1787 g1501
n1786 g1502
n1785 g1503
n1781 g1507
n1013 g2282
n2684 g403
n1780 g1508
n1995 g1293
n1775 g1513
n3130 g89
n1772 g1516
n13 g3317
n2034 g1254
n1769 g1519
n1766 g1522
n2692 g395
n1765 g1523
n1759 g1529
n401 g2895
n1477 g1803
n1758 g1530
n1131 g2133
n1756 g1532
n2421 g867
n4[10] g693
n1050 g2214
n1754 g1534
n1752 g1536
n1350 g1922
n1488 g1792
n2156 g1132
n1751 g1537
n1536 g1744
n1749 g1539
n1746 g1542
n1744 g1544
n1741 g1547
n1740 g1548
n1066 g2198
n809 g2483
n832 g2450
n1729 g1551
n1728 g1552
n3274 g3731
n1691 g1589
n1722 g1558
n2574 g515
n1623 g1657
n1875 g1413
n1721 g1559
n1720 g1560
n3320 g3683
n1719 g1561
n1717 g1563
n1716 g1564
n2535 g753
n1251 g2021
n1715 g1565
n1107 g2157
n3361 g3632
n2536 g752
n1082 g2182
n632 g2660
n1022 g2242
n1713 g1567
n4[9] g692
n1616 g1664
n3069 g3053
n2485 g803
n2509 g779
n1478 g1802
n1712 g1568
n1468 g1812
n217 g3075
n1711 g1569
n254 g3019
n494 g2802
n782 g2510
n1709 g1571
n1707 g1573
n1698 g1582
n1860 g1428
n1077 g2187
n1916 g1372
n1697 g1583
n1696 g1584
n1694 g1586
n299 g2997
n1693 g1587
n1692 g1588
n3212 g42
n1689 g1591
n610 g2682
n1685 g1595
n2471 g817
n1684 g1596
n312 g2984
n1682 g1598
n1681 g1599
n56 g3273
n2797 g290
n1677 g1603
n3308 g3695
n1675 g1605
n9[0] g3806
n1671 g1609
n2073 g1215
n3173 g105
n1665 g1615
n1661 g1619
n1659 g1621
n1657 g1623
n1656 g1624
n736 g2556
n1655 g1625
n744 g2548
n1573 g1707
n1650 g1630
n1649 g1631
n1648 g1632
n1430 g2056
n1098 g2166
n1645 g1635
n1644 g1636
n3071 g3047
n1643 g1637
n1642 g1638
n3237 g3768
n1641 g1639
n3064 g3068
n2203 g1085
n1640 g1640
n1637 g1643
n511 g2785
n747 g2545
n1636 g1644
n1812 g1476
n1633 g1647
n7[15] g3787
n2763 g324
n1632 g1648
n934 g2354
n2792 g295
n1631 g1649
n1630 g1650
n1348 g1924
n1622 g1658
n3134 g50
n1620 g1660
n1619 g1661
n1618 g1662
n1595 g1685
n1617 g1663
n278 g3339
n583 g2709
n1614 g1666
n572 g2720
n1611 g1669
n1609 g1671
n956 g2336
n1851 g1437
n1731 g1841
n1129 g2135
n1607 g1673
n1606 g1674
n5[55] g599
n2741 g346
n1605 g1675
n1193 g2071
n3156 g8
n1045 g2219
n5[50] g594
n1425 g1847
n1602 g1678
n2487 g801
n1825 g1463
n1601 g1679
n2802 g285
n1600 g1680
n151 g3174
n1598 g1682
n1917 g1371
n1596 g1684
n1594 g1686
n1592 g1688
n1591 g1689
n3351 g3646
n628 g2664
n1589 g1691
n2930 g149
n2799 g288
n1586 g1694
n3431 g3548
n1584 g1696
n1583 g1697
n37 g3293
n1578 g1702
n47 g3282
n1768 g1520
n1577 g1703
n3002 g3453
n1570 g1710
n1566 g1714
n1295 g1977
n1564 g1716
n1559 g1721
n5[1] g545
n1557 g1723
n1552 g1728
n1544 g1736
n1543 g1737
n1509 g1771
n49 g3280
n1540 g1740
n1531 g1749
n1528 g1752
n336 g2960
n576 g2716
n1524 g1756
n1522 g1758
n1521 g1759
n1307 g1965
n1511 g1769
n3[29] g645
n1508 g1772
n1507 g1773
n472 g2824
n878 g2475
n1504 g1776
n2470 g818
n1499 g1781
n1498 g1782
n1497 g1783
n1496 g1784
n1494 g1786
n574 g2718
n1136 g2128
n658 g2634
n1492 g1788
n2525 g763
n1489 g1791
n2588 g501
n1249 g2023
n5[58] g602
n1487 g1793
n4[23] g706
n1486 g1794
n1485 g1795
n1674 g1606
n1151 g2113
n1086 g2178
n1810 g1478
n1483 g1797
n1479 g1801
n3003 g3447
n1289 g1983
n2296 g992
n1473 g1807
n1101 g2163
n1472 g1808
n3149 g97
n1471 g1809
n2853 g234
n1470 g1810
n452 g2844
n1467 g1813
n3352 g3645
n2880 g199
n4[3] g686
n1465 g1815
n1464 g1816
n1520 g1760
n1463 g1817
n2767 g320
n1458 g1822
n2105 g1183
n1457 g1823
n3359 g3636
n2121 g1167
n1456 g1824
n1452 g1828
n1451 g1829
n1262 g2010
n553 g2739
n1475 g1805
n1450 g1830
